dormitorios,banos,distrito,estacionamiento,descripcion,area_cubierta,precio_soles,area_total,latitud,longitud,banios/2,precio_dolares,fecha_publicacion,antiguedad,moneda
1.0,1.0,barranco,,"Alquiler Mini Departamento en Barranco
EDUARDO QUIROGA HERRAN
CEL: *952* *615* *209*
OFICINA: (01) *751* *75* *39*

Ponemos en alquiler este Mini DEPARTAMENTO con excelente y cómoda distribución con un ÁREA de 39 m² en el décimo piso con vista exterior a la Av. Miguel Grau

DE LA ZONA EXTERNA:
La Ubicación es estratégica con accesos rápidos a las Av. República de Panamá, Vía Expresa y Costa Verde. En los alrededores se puede caminar o realizar actividades deportivas pues está a pocas cuadras del Estadio Gálvez Chipoco y a los diferentes parques, caminerías, ciclovías de Malecón Paul Harris.

DEL CONJUNTO INTERNO Y EDIFICIO:
Es una Construcción con menos de 4 años de antigüedad y muy buenos acabados. El Conjunto Residencial tiene un Ingreso riguroso para personas visitantes o Proveedores pues el Personal de Recepción está organizado para trabajar las 24/7, también son amables y orientados al servicio de los propietarios. Sistema de Video cámaras en todas los espacios del edificio, Sistema contra Incendio en todos los pisos. Cuenta con cómodas y muy agradable áreas comunes: Piscina, Gym, área de Parrilla, Co-Working con zona WIFI y áreas verdes.

DISTRIBUCIÓN DEL DEPARTAMENTO:
° La Cocina: tipo Kitchenette, con reposteros altos y bajos, tablero de granito. Cocina 3 hornillas
Campana Extractora Marca TEKA.
Cuenta con Terma para Agua Caliente con capacidad 50 Lts.
° Sala: de pisos laminados tipo madera, con pequeño balcón, separado con mampara y vista exterior a la ciudad.
° Dormitorios:
1 Dormitorio principal con baño completo incorporado y closets.
Accesorios Adicionales: 2 Racks para TVs de 55 pulgadas, Horno Microondas.
No tiene cochera.
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
ÁREA OCUPADA de 39 m² -
1 DORMITORIOS, 1 BAÑO COMPLETO.
Mensualidad: USD $550,00
MANTENIMIENTO: S/240.00 Aprox. – Agua y Luz según consumo (medidor Independiente)
NO Se Aceptan mascotas.

“Contáctame y Agenda una visita en el departamento que podrá ser tu próximo hogar.
**
Leer descripción completa",39.0,2060.0,39.0,-12.136890142110492,-77.0224832803566,,550.0,2,4.0,S/ 
3.0,,barranco,1.0,"Alquiler Departamento 3 Dorm. - Barranco (R. de Panamá)
Se alquila moderno departamento semi amoblado en edificio multifamiliar. Sala comedor (cuenta con mesa de comedor y sillas) con vista a ciudad y a Calle Aurelio Souza.
Cocina con reposteros altos y bajos, refrigeradora 2 puertas, campana, horno y cocina encimera. Zona de lavandería con lavadora/secadora y terma. Conexión a gas natural.
Dormitorio principal con baño incorporado y closet, cuenta con cama de 2 plazas.
Segundo dormitorio cuenta con closet.
Ambiente para escritorio o tercer dormitorio pequeño, ideal para niño, con closet.
Baño completo para ser compartido por los 2 dormitorios secundarios.
Áreas comunes: sala de recepción, 2 gimnasios, salón de juegos (fulbito, PlayStation), salón de usos múltiples, parque privado y área de parrilla.
Ubicado en Av. República de Panamá, céntrico, cerca a Supermercados, Restaurantes, Estación Metropolitano y Vía Expresa. Limite con Surco y Miraflores. Seguridad 24/7
El precio del alquiler no incluye estacionamiento pero se puede alquilar 1 estacionamiento por S/. 300 adicionales.
Condiciones: 2 meses de garantía y 1 mes de adelanto.
¡Agenda tu visita y no pierdas esta oportunidad de vivir en el corazón de Barranco!
**
Leer descripción completa",70.0,2500.0,70.0,-12.1385764,-77.01760709999999,,,0,9.0,S/ 
1.0,1.0,barranco,1.0,"Alquilo Departamento en Barranco - a 3 Cuadras de Malecón
ALQUILO DEPARTAMENTO EN JR. PEDRO MARTINTO. PRIMER NIVEL
EDIFICIO MODERNO CON AREAS COMUNES: PISCINA, SALA DE JUEGOS ADULTOS, TERRAZA.
FLAT CON UNA GRAN TERRAZA
A.O 90.51MT2
AREA TECHADA 51MT2 AREA LIBRE DE TERRAZA 40MT2
KITCHENET EQUIPADA CON COCINA, HORNO, CAMPANA EXTRACTORA BARRA DE QUARZO.
AREA DE LAVANDERIA INTEGRADA.
SALA- COMEDOR
MASTER SUITE CON WALKING CLOSET, BAÑO INCORPORADO Y VISTA A LA TERRAZA.
TERRAZA DE 40MT2 PARA DISFRUTAR DEL AIRE LIBRE, IMPLEMENTAR PARRILLA.
COCHERA TECHADA.
**
Leer descripción completa",91.0,3000.0,91.0,-12.1403044,-77.02300799999999,3.0,,19,4.0,S/ 
,1.0,barranco,,"Moderno Departamento en Venta / Alquiler
1 dormitorio, 1 baño, diseño actual y funcional.
Vista interna hacia terrazas del edificio, que ofrece tranquilidad sin ruidos molestos.
Ventanas con sistema antirruido, para un ambiente más cómodo y silencioso.
Edificio moderno con 1 año de antigüedad, ubicado en una avenida principal de Barranco.

Áreas comunes incluyen:
Terrazas y sala de coworking.
Zona pet, ideal para bañar a tu mascota y, si lo necesitas, que tu veterinario la atienda cómodamente en esta zona. .
Precio de venta: $120,000.
(Opcional: cochera en el edificio por $15,000).

Nota: Si no se concreta la venta en un mes, existe la posibilidad de considerar un alquiler.

¡No dejes pasar esta oportunidad! Contáctanos para agendar una visita al 9.9.0.8.8.6.8.3.6. Programa tu visita hoy mismo!
**
Leer descripción completa",48.0,450000.0,48.0,-12.1440877,-77.02298379999999,,120000.0,19,1.0,S/ 
3.0,2.0,barranco,1.0,"Alquilo Duplex Penthouse de 150 m² Cerca Al Malecon Paul Harris.
En ALQUILER de dúplex iluminado y con terraza, a pasos del malecon Paul Harris, Barranco.
Moderno edificio con acabados de primer nivel en todos sus ambientes, ademas de estar en una zona rodeadas d cafes, restaurantes y con facil acceso a las vias principales de la ciudad como miraflores y la costa verde.
El duplex se encuentra en el piso 7y cuenta con la siguiente distribucion:

En el primer nivel contamos con Cocina americana con reposteros altos y bajos, área de comedor diario, terraza amplia con acceso a área de parrilla privada y medio baño de visita.

En el segundo nivel contamos con:
Tres dormitorios, todos con clósets, el dormitorio principal con baño propio, cuenta con aire acondicionado. Un baño adicional para los dormitorios secundarios y área de lavandería.
Ademas el edificio cuenta con areas comunes, como lobby con seguridad 24h, area de parrillas, zona lounge y coworking.

El precio incluye 1 cochera.

Mantenimiento S/640.
Áreas comunes.
Piso 7.
Aire acondicionado, guardianía, duplex, 3 años de antigüedad, vista a la calle, impecable.
Con o sin muebles, 1 sala, comedor, comedor de diario, cocina abierta, lavandería, 3 dormitorios, 2.5 baños, 1 baño incorporado, 1 cuarto de servicio, 1 baño de servicio, 1 cochera tipo paralelas, ascensor, parrilla.
**
Leer descripción completa",150.0,5200.0,150.0,,,1.0,,1,3.0,S/ 
2.0,2.0,barranco,1.0,"Duplex en Alquiler en Barranco 2 Habitaciones + 1 Habitación Pequeña U Oficina + Cochera
DUPLEX EN ALQUILER EN BARRANCO 2 HABITACIONES+1 HABITACIÓN PEQUEÑA U OFICINA+COCHERA



Descripción:

nivel 1

. Sala comedor

. Kitchenet

. Área de lavandería

. Baño completo

. Habitación con closet

Nivel 2

. Salita de estar pequeña

. Segunda Habitación

. Baño completo

. Terraza

. Tercera Habitación pequeña u oficina

Condiciones:

. 2x1

. Mantenimiento aprox 390 incluye agua del departamento, seguridad 24 horas y videovigilancia




R.U.C
**
Leer descripción completa",90.0,2400.0,90.0,-12.139344799999998,-77.0193187,,646.0,21,2.0,S/ 
1.0,1.0,barranco,1.0,"Alquilo Moderno Departamento 50 m² Barranco - Vista Al Mar Desde Las Áreas Comunes
Alquilo Moderno Departamento 50m2 Barranco - Vista al Mar desde las áreas comunes

2do piso con balcón y vista a bajada Armendariz

----- SIN AMOBLAR -----
- ALQUILER SOLO DEPA: S/. 2,500
- ALQUILER CON COCHERA: S/. 2,600

----- AMOBLADO** -----
- ALQUILER SOLO DEPA: S/. 2,800
- ALQUILER CON COCHERA: S/. 2,900

** AMOBLADO: INCLUYE: REFRIGERADOR, ESCRITORIO, MUEBLES DE SALA Y UNA CAMA DE 2 PLAZAS

- Se alquila Con o Sin amoblar
- Si se aceptan mascotas

Área Construida: 50 m2
Cuenta con dos ascensores en edificio moderno y bien conservado como se puede observar en las fotos.

- 01 dormitorio
- 01 baño
- 01 cochera 18 m2
- Zona de Piscina
- Zona de Parrilla
- Zona de Terraza
- Zona de Cine
- Zona de Gimnasio
- Zona de lavandería
- Mantenimiento: S/. 280 (incluye agua)
- Modalidad 2x1

Si deseas visitarlo, contáctanos: .9.2.3.5.2.9.7.3.1.

Saludos,
_
Carlos Burga / Sara Yaranga / Fatima Serna
**
Leer descripción completa",50.0,2500.0,50.0,-12.1366941,-77.0224643,,680.0,1,5.0,S/ 
1.0,1.0,barranco,1.0,"Alquilo Departamento en en Barranco de 1 Dormitorio en Mimosas
Alquilo mono ambiente en Jiron Mimosas – Barranco
Lindo departamento tipo mono ambiente de 1 dormitorio, ubicado a una cuadra del Malecón Paul Harris, zona súper tranquila cerca a restaurantes, servicios y vías de accesos al circuito de playas.
Cuenta con cocina abierta, lavandería, sala- comedor, closet, balcón con vista a la calle, cochera.
El departamento se alquila con línea blanca y el costo de mantenimiento es de S/.280.00 que incluye el agua, son 37 departamentos y la portería es 24/7.
**
Leer descripción completa",50.0,2604.0,50.0,-12.137870105339738,-77.02472307539368,,700.0,22,3.0,S/ 
2.0,2.0,barranco,,"Flat Semi Amoblado Dos Dorm. Balcon Barranco
Alquilo dpto de 2 habitación con cama Queen, cocina equipada integrada, terraza de 15mt2 aprox, también amoblada... no tiene muebles en la sala, solo el el balcón, la terraza y camas y mesas de trabajo (o de tocador) en las habitaciones.
Edificio de 3 años de antiguedad , mantenimiento de 350 soles .
Seguridad 24 horas aceptamos mascota pequeña ( No ladrador)
Precio 900.00 usd por mes (cochera opcional aparte 50.00 usd) Negociable 2 x 1
Contacto Renato Mavila
**
Leer descripción completa",65.0,3320.0,79.0,-12.1389877,-77.02116380000001,,900.0,0,3.0,S/ 
4.0,5.0,barranco,3.0,"Triplex con Piscina Frente Al Mar
ALQUILER DE TRIPLEX CON POSCINA FRENTE AL MAR
- Malecón Pasos - BARRANCO

PRIMER PISO
- ascensor directo a la sala comedor con balcón vista al mar.
- ⁠chimenea en la sala
- ⁠amplia cocina con isla central, comedor de diario.

SEGUNDO NIVEL.
- 4 habitaciones (todas con baño incorporado.

TERCER NIVEL
- sala de estar con salida a la Terraza y piscina frente al mar.
- ⁠área de lavandería
- ⁠cuarto y baño de servicio.

-3 estacionamientos
-Mantenimiento S/2200 soles
-Alquiler $2800 USD
**
Leer descripción completa",450.0,10600.0,448.0,-12.1436554,-77.0247826,1.0,2800.0,23,12.0,S/ 
1.0,1.0,barranco,1.0,"Se Alquila Duplex en Miraflores Limite con Barranco
Se alquile Departamento Duplex ubicado en Calle FELIPE SASSONE
Miraflores limite con Barranco, Lima
76 m² Total
76 m² Techada
2 Baños
1 Estacionamiento
1 Dormitorio
9 Antigüedad

Lindo departamento duplex de 1 dormitorio, super iluminado.
Primer Nivel:
Sala con vista a la calle y pequeño balcón, kitchenette equipada con cocina, campana y horno empotrado.
Closets de ropa blanca y baño de visita.

Segundo Nivel:
Dormitrio principal de buen tamaño con walking closet y baño incorporado.
1 cochera paralela en sótano
Edificio con áreas comunes, bbq , salón de reuniones y zona de lavanderia.

precio 800 dólares o 3000 soles
mantenimiento 300 soles
luz su consumo
**
Leer descripción completa",76.0,3200.0,76.0,-12.133417120865793,-77.01958841707761,1.0,850.0,30,8.0,S/ 
,,barranco,,"Acogedor Loft en Moderno Edificio en Barranco
Minidepartamento de una habitación y un baño en edificio moderno de Barranco, a una cuadra de la Estación del Metropolitano.

TIene zona de parrillas y lavandería en las áreas comunes. Muy bien iluminado, con una pequeña terraza.

Puede alquilarse amoblado o sin muebles, y con o sin cochera y deposito.

Muy bien ubicado, con solo dos años de antiguedad. Zona tranquila
**
Leer descripción completa",46.0,2400.0,35.0,-12.1518269,-77.01947559999999,,650.0,23,2.0,S/ 
3.0,2.0,barranco,1.0,"Semiestreno con Vista Lateral a Parque
VISITAS A PARTIR DEL 01-02-25. INICIO DE CONTRATO EL 01-03-25. Precio: S/.3.000 no negociables
PONEMOS A TU DISPOSICIÓN ESTE PRÁCTICO Y CÓMODO APARTAMENTO DE SEMIESTRENO DE 75 M2 EN EL LÍMITE DE BARRANCO CON MIRAFLORES. EN UN EDIFICIO DE 3 AÑOS QUE DISPONE DE ASCENSOR Y ASCENSOR PARA DISCAPACITADOS. EL EDIFICIO ES DE A PENAS 7 PISOS POR LO QUE SON SÓLO 21 FAMILIAS EN TOTAL. EL DEPARTAMENTO ESTÁ EN UN CUARTO PISO Y TIENE VISTA A CALLE Y LATERAL A PARQUE DESDE EL BALCÓN

NOS UBICAMOS EN UN PARQUE CERRADO Y EXCLUSIVO DE MUY POCO TRÁNSITO, POR LO QUE TUS NIÑOS PODRÁN JUGAR CON TRANQUILIDAD. ESTAMOS A APENAS A UNA CUADRA DEL PLAZA VEA DEL CORTIJO.

EL DEPARTAMENTO CUENTA CON ROLLERS EN SALACOMEDOR LA CUAL DISPONE DE ESPACIO PARA MUEBLES MEDIANOS (ACTUALMENTE HAY UNOEN L Y COMEDOR DE 6), EL CUAL DA HACIA EL KITCHENETTE CON MUEBLES ALTOS, BAJO EN PERFECTO ESTADO Y TABLEROS DE CUARZO BLANCO, Y COCINA, CAMPANA Y HORNO EMPOTRADOS, LA CUAL FINALMENTE DESEMBOCA EN LA LAVANDERÍA, LA CUAL TIENE ESPACIO Y CONEXIÓN PARA LAVASECA O CENTRO DE LAVADO Y THERMA DE 50 LT.

CONSTA DE 3 DORMITORIOS, DE LOS CUALES EL PRINCIPAL DISPONE DE BAÑO INCORPORADO, ESPACIO PARA CAMA QUEEN Y CLOSET DE PARED A PARED ADEMÁS DE BLACK OUT PARA UN SUEÑO PROFUNDO. CRUZANDO EL DEPARTAMENTO ENCUENTRAS LOS DORMITORIOS SECUNDARIOS LOS CUALES TAMBIÉN TIENEN CLOSETS Y ESTORES, AMBOS CON ESPACIO PARA CAMA DE 2 PZ, LOS CUALES ESTÁN PRÓXIMOS A 1 BAÑO COMPLETO EN PASILLO. EL DEPARTAMENTO NO DISPONE DE ÁREA DE SERVICIO.

CONDICIONES:
ALQUILER S/.3.187 SOLES U $850, INCLUYE 1 ESTACIONAMIENTO EN SÓTANO. MANTENIMIENTO 260 SOLES MÁS AGUA.
2 DE GARANTÍA X 1 DE ADELANTO. CONTRATO A UN AÑO, Y SOBRETODO GARANTÍAS DE QUE NOS VAS A CUIDAR ESTE DPTO.
MASCOTA (1) A EVALUAR .

PARA SOLICITAR UNA CITA SE SOLICITARÁ REPORTE DE INFOCORP O SCREEN DE SCORE CREDITICIO (ES GRATIS).
LUEGO DE LA VISITA, SE SOLICITARÁN INGRESOS DEMOSTRABLES Y ANTECEDENTES POLICIALES A EL O LOS FIRMANTES.
**
Leer descripción completa",75.0,3000.0,75.0,-12.1331198,-77.0188094,,800.0,8,3.0,S/ 
1.0,1.0,barranco,,"Lindo Departamento en Alquiler en Barranco con Balcon
C O N T A C T A R C O N P A T R I C I A N A R A N J O . C E L . *9*9*8*2*2*2*6*2*6*
C O R R E O. @remaxexpo.com O F I C I N A . *7*5*1*7*5*3*9*
Bello departamento, con excelente ubicación en la zona bohemia de Barranco, ideal para pareja joven o persona sola.
Ubicado a dos cuadras de los malecones Souza y Paul Harris. Cerca a cafés y bares.
Y de tiendas y boutiques modernas.
Excelente para los que buscan vivir en una zona vibrante y cultural, con rápido acceso por el Circuito de playas.

* Área: 45.33 m2
* PRECIO DE ALQUILER : 2,300 SOLES
* Condiciones : 2 meses de Garantía y 1 de Adelanto.
* Sala Comedor con balcón, con pisos cerámico.
* Vista interior bien iluminado, que te brinda tranquilidad y paz para tu familia.
* Kitchenette con mesa de cuarzo y reposteros en glos.
* 1 Dormitorio con closet en melamine
* 1 Baño Completo
* Area de lavado con terma
* Piso 3 con dos Ascensores Schindler
* Sí permiten mascota pequeña.
* Se alquila cochera en el edificio.
* Precio NO NEGOCIABLE.

El servicio del agua por cada departamento es con contómetro.
Areas Comunes : Coworking en primer piso, amplio, con un kitchenette y una terraza.
Una amplia terraza en primer piso para reuniones y compartir con la familia y amigos.
Es una excelente oportunidad de vivir en Barranco, no dudes en contactarme para una visita!
**
Leer descripción completa",45.0,2300.0,45.0,-12.1433663,-77.0230859,,,18,1.0,S/ 
1.0,1.0,barranco,,"Alquilo Comodo y Centrico Minidepartamento Amoblado y Equipado en Barranco
Cómodo, céntrico y bien iluminado minidepartamento amoblado y equipado en calle tranquila, en piso 17 de edificio Zafiro al frente de la Estación de Metropolitano de Las Flores en Barranco.
Ideal para persona sola o pareja. NO MASCOTAS
Area: 41 m2
-Sala con 2 sofás y mesa de centro. Espacio de estudio con escritorio empotrado con cajones y repisa.
-Cocina abierta con reposteros bajos y altos, mesada de granito, con cocina, horno microondas, campana extractora y refrigeradora. 2 banquetas.
-1 dormitorio con cama de 2 plazas, televisor, walking closet, mesa de noche.
-1 baño con ducha española y mampara corrediza
-Espacio con conexión para colocar lavaseca. Terma de 50 litros.
Edificio de 6 años. Cuenta con cámaras de videovigilancia e intercomunicadores. Portería 24/7. 2 ascensores.
Tiene amplias y bien cuidadas áreas sociales: área de parrilla, piscina, salón de reuniones y gimnasio.
No tiene cochera pero en el edificio se puede alquilar.
Mantenimiento: 180 soles más el consumo de agua.
Precio de alquiler: 550 dólares (una persona sola) ó 560 dólares (una pareja).
2 meses de garantía y 1 mes de adelanto.
Citas fáciles . 993*834*640 Visitas a partir del 19/02
**
Leer descripción completa",41.0,2000.0,41.0,-12.1368608,-77.0185175,,560.0,1,6.0,S/ 
3.0,2.0,barranco,1.0,"Bello Depa a Pasos del Malecón Paul Harris en Barranco C/miraflores
Lindo departamento a 2 cuadras del Malecón de Barranco!! *Ubicación referencial*
Ubicado en un edificio moderno, de solo 4 pisos y pocos departamentos, con bellos jardines internos.
Cuenta con una amplia sala comedor con terraza, baño de visitas, cocina semi abierta con comedor de diario y área de lavandería. Dos habitaciones amplias con walking closets y baños privados y vista privilegiada a los jardines. Además, cuenta con un tercer ambiente que puede ser utilizado como un estudio o dormitorio adicional. El precio incluye 1 estacionamiento .
*Se alquila sin amoblar.
*Se vende con luminarias, además cuenta con ventanas antiruido y térmicas y el edificio posee guardianía 24/07.
*Citas al +
**
Leer descripción completa",110.0,975000.0,110.0,-12.143058179023095,-77.02289715886074,1.0,260000.0,26,10.0,S/ 
1.0,1.0,barranco,1.0,"Compacto y Funcional Mini Departamento
Alquilamos éste compacto y funcional mini departamento ubicado en la entrada a Barranco, a media cuadra del Chipoco. Cuenta con sala comedor, cocina abierta americana, closet de lavandería, un dormitorio con walking closet, un baño completo y una cochera.

El edificio cuenta con muy bien implementadas áreas comunes: recepción, juegos y un salón para niños, gimnasio, área de co-working, 4 áreas de parrilla, piscina y un lobby en la recepción. Vigilancia las 24 horas, los siete días del año y video vigilancia. El precio del mantenimiento incluye la limpieza y mantenimiento de todas éstas áreas comunes y el consumo de agua del departamento.

Con rápido acceso a principales avenidas como Rep. de Panamá, Costa verde, Vía expresa, Av. Grau, entre otras.

Para mayor información o agendar una visita, no duden en contactarnos.

Somos CRS, el mejor trato.
**
Leer descripción completa",43.0,2300.0,43.0,-12.1395359,-77.0215451,,,26,2.0,S/ 
2.0,2.0,barranco,2.0,"Vive en La Mejor Zona de Barranco! / 125 m² + 2 Cocheras/ A. Olivera
Se alquila Flat Full amoblado de 125 m2.
Vive a Media Cuadra del Malecón Paul Harris y circuito de playas, además tendrás una bella vista al gran parque de los Heroes, ubicado a pasos de museos, UTEC, restaurantes y avenidas.

Sala y comedor con balcón y linda vista al Malecón y parque, súper iluminado y fresco. Pisos de parquet, estilo muy clásico.

Cocina completa semi abierta con encimeras de granito, área de lavandería.
Área completa de servicio. ( cuarto y baño)

Conexión entre el área social y el área privada de habitaciones, baño completo de visitas.

Pasadizo que inicia con medio baño en el cual tenemos dos Habitaciones Amplias y un baño completo. ( La habitación principal con vista parcial al mar)

2 estacionamientos techados incluidos.

Mantenimiento 700 soles.
Conserjería 24 * 7

Ideal para pareja, o familia pequeña.

Condiciones:
2* 1
No se aceptan mascotas
Contrato mínimo 6 meses
**
Leer descripción completa",125.0,6727.0,125.0,-12.1384924,-77.0257574,1.0,1800.0,21,12.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler Departamento Amoblado y Equipado en Barranco
Ubicación TOP: Calle Juan Fanning – Barranco, límite con Miraflores. A solo pasos del Malecón, Puente de los Suspiros, Parque Kennedy, Larcomar, MAC, UTEC y los mejores cafés, bares y restaurantes. ¡Vive en el corazón del arte y la cultura barranquina!
Área: 45 m²
1 Habitación | 1 Baño | 1 Cochera
Seguridad 24/7
Mantenimiento: S/. 260
4to piso en edificio moderno con ascensor
Solo alquiler AMOBLADO Y EQUIPADO
Ideal para quienes buscan vivir cerca de todo, con fácil acceso a transporte público y a la vida vibrante de Miraflores y Barranco.
Escríbenos ahora y agenda tu visita.Whatsapp 939**619**660
**
Leer descripción completa",45.0,2500.0,45.0,-12.1360173,-77.0213787,,,30,8.0,S/ 
1.0,1.0,barranco,1.0,"Lindo Departamento Full Amoblado con Acogedora Terraza en Primer Piso
Encantador Departamento en Primer Piso con Terraza, ubicado en Barranco Límite con Miraflores.

- Sala Comedor con acceso a una Acogedora Terraza.

- Moderna Cocina Americana con Tableros de Granito.

- Baño de Visita.

- Dormitorio con Baño Incorporado (Tableros Granito) y Salida directa a la Terraza.

- Lavandería. (Lavaseca)

- 1 Cochera y 1 Depósito de Buen Tamaño.
**
Leer descripción completa",52.0,3000.0,69.0,-12.1320768,-77.0186851,1.0,800.0,8,8.0,S/ 
2.0,2.0,barranco,1.0,"Departamento en Alquiler en Barranco
Excelente ubicación Limite con Miraflores, a 2 cuadras de la Av. Grau y de la bajada de Armendáriz.


El edificio consta de 6 pisos. 1 ascensor, elevador para discapacitados.
El departamento esta ubicado en el tercer piso con vista parcial a la calle.

Totalmente amoblado y equipado.

consta de :

- 2 dormitorios , el principal con closet y baño completo incorporado con cama queen.

- Dormitorio secundario con closet y cama de plaza y media.

- 1 baño completo.

- Sala comedor.

- Cocina tipo Kitchenette.

- Área de lavandería
- 1 cochera.
- Cámara de vigilancia para el departamento.

- Vigilancia 24/7


-Mantenimiento S/. 370 incluye agua.



Consultar con el Agente Inmobiliario encargado para mayor información .
**
Leer descripción completa",60.0,2800.0,60.0,-12.1364596,-77.0213055,,740.0,30,7.0,S/ 
2.0,2.0,barranco,,"Se Alquila Departamento Amoblado en Barranco
¡ALQUILA EL DEPARTAMENTO DE TUS SUEÑOS EN EL CORAZÓN DE BARRANCO!

Si buscas un espacio moderno, funcional y con estilo, ¡este departamento es para ti!

Ubicación Premium: Edificio Estudio 4, Barranco – vive rodeado de arte, cultura y los mejores cafés y restaurantes.

Piso 8 con Vista Exterior: Disfruta de vistas espectaculares todos los días.
60 m² perfectamente distribuidos:
• Sala-Comedor elegante y acogedora.
• Cocina estilo americana moderna y equipada.
• 2 dormitorios:
• Principal: amplio, con walk-in closet y baño privado.
• Secundario: funcional, con camarote ideal para visitas o niños.
• 2 baños completos diseñados con acabados de calidad.

Áreas comunes de lujo:
• Piscina para relajarte después de un día largo.
• Gimnasio completamente equipado.
• Sala de parrilla y reuniones para compartir momentos especiales.
• Área de lavandería para tu comodidad.

¿Sin cochera? ¡No hay problema! Puedes alquilar una en el edificio.

Precio: $1,000

Mantenimiento: S/300 aprox.

Luz: Según tu consumo.

¡No dejes pasar esta oportunidad! Vive la experiencia de Barranco con todas las comodidades que mereces.

Agenda tu visita hoy mismo y enamórate de tu nuevo hogar.
**
Leer descripción completa",60.0,3700.0,60.0,-12.1396645,-77.0230045,,1000.0,12,3.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler Departamento en Barranco de Estreno
El departamento cuenta con amplios y luminosos espacios, perfectos para quienes aprecian el confort y la modernidad. Las grandes ventanas permiten una excelente iluminación natural,
El departamento se encuentra en el 4to piso con ascensor , es un edificio de 5 pisos donde solo hay 3 departamentos por piso

El Departamento tiene las siguientes características:
* 1 Dormitorio amplio con Closet con buena iluminación
* 1 baño con instalación de terma
* Sala Comedor
* Cocina abierta con reposteros altos y bajos + línea blanca
*área de lavandería con secadora
* 1 Estacionamiento en el segundo sótano N° 10

Este moderno departamento se encuentra ubicado: Francisco del Castillo N°665
¿Queán cerca al dpto?
Tienes a 250 m- la estación Plaza de Flores del Metropolitano
A un paso del circuito de playas y vía expresa
A sólo 200 m de Plaza Vea El Cortijo
Puedes ir caminando a la av.28 de julio
Utec está a sólo 800 m, es decir puedes ir caminando a la universidad
A pocas cuadras del Estadio Chipoco
Está en el Límite de Miraflores y Surco
A la redonda encontrarás: restaurantes, cafeterías, supermercados, bancos, hospital Casimiro Ulloa.4

* Mantenimiento mensual S/375.00 Aprox. incluido el consumo de agua

* Antigüedad 5 años

*Condiciones 2x1 Contrato mínimo 12 meses.

Seguridad las 24 horas del día,
PARA MAS INFORMACION O VISITAS AL DPTO COMUNICARSE AL 9.9.9.0.7.3.6.1.5 SUSANA RIVERA
**
Leer descripción completa",51.0,2812.0,51.0,-12.1329588,-77.0204132,,750.0,30,5.0,S/ 
2.0,2.0,barranco,,"Exclusivo Departamento en Alquiler en Barranco
Departamento en Barranco - Edificio Mood
Frente a Parque
- $850/mes

Características del departamento:
Área: 70 m²
Sin muebles (incluye línea blanca)
Dormitorios: 2, con balcón
Baños: 2
Extras: Lavaseca y blackouts
Piso: 5to

Áreas comunes exclusivas para disfrutar:
Piscina
Gimnasio panorámico
Co-working
Zona BBQ

Más opciones disponibles:
Departamentos de 2 dormitorios desde $900
Departamentos de 3 dormitorios desde $1,000
¡Consulta ahora y vive con estilo en una de las mejores zonas de Barranco!
**
Leer descripción completa",70.0,3204.0,70.0,-12.135475075106934,-77.01808632803346,1.0,850.0,31,8.0,S/ 
1.0,1.0,barranco,1.0,"Depa 64 m² a Dos Cuadras del Malecón Paul Harris
Depa funcional, excelente para pareja joven o profesional deportista. Amplio dormitorio con baño y walking-closet incorporado. Sala/comedor/cocina estilo americano. Lavandería (entra lavaseca y tendal). Medio baño de visita. Incluye terma, cocina, horno y extractor. Ubicado a dos cuadras del malecón Paul Harris y muy fácil acceso de entrada y salida a Barranco, en un edificio NO MASIVO, pero con dos ascensores. 1 estacionamiento. Zona común para cumpleaños, parrillas, eventos medianos.
**
Leer descripción completa",64.0,2600.0,64.0,-12.1411508,-77.0221186,1.0,680.0,32,8.0,S/ 
1.0,1.0,barranco,,"Mini Depa con Terraza
Alquilo mini departamento con terraza y en 1er piso, en la mejor zona de barranco, ubicado a 200 metros de la bajada de baños. Cuenta con terraza propia y acceso desde la calle, también se puede utilizar como oficina a puerta cerrada

SOLICITA EL VIDEO DE LA PROPIEDAD

Búscanos en redes sociales
@housebrokerperu
**
Leer descripción completa",50.0,1800.0,50.0,-12.147344,-77.0233949,,470.0,32,20.0,S/ 
2.0,2.0,barranco,2.0,"Departamento en Alquiler de Ensueño en Malecon Armendariz
Hermoso departamento con lindos acabados, muy bien distribuido y comodo!Ingreso directo del ascensor a un recibidor de distribución. Ampia sala y comedor con salida a balcon con vista parcial al mar. Moderna cocina recien remodelada con muebles altos y bajos, comedor de diario y equipada con cocina, horno, campana y refrigerador. Baño de visitas. Cuenta también con sala de estar que divide los dos dormitorios con grandes ventanas, muy buena iluminación y ventilación. El dormitorio principal cuenta con baño incorporado y walk in closet. El dormitorio secundario es muy amplio y cuenta con una salita, tiene también vista al mar.
Cuarto y baño de servicios amplios. Cuenta con dos estacionamientos lineales.
**
Leer descripción completa",185.0,8291.0,185.0,-12.1364358,-77.026794,1.0,2200.0,33,18.0,S/ 
